x,y,v,material,matrix_v
1625.0,125.0,-2.489021477505393,matrix,-2.489021477505393
1675.0,125.0,-2.036110789504164,matrix,-2.036110789504164
1725.0,125.0,-1.5311206894788576,matrix,-1.5311206894788576
1775.0,125.0,-1.056629185032706,matrix,-1.056629185032706
1825.0,125.0,-0.597749710858225,matrix,-0.597749710858225
1875.0,125.0,-0.17492054628345177,matrix,-0.17492054628345177
1925.0,125.0,0.16575896357316605,matrix,0.16575896357316605
1975.0,125.0,0.38534671282449096,matrix,0.38534671282449096
2025.0,125.0,0.48756961182095093,matrix,0.48756961182095093
2075.0,125.0,0.5093958175044968,matrix,0.5093958175044968
2125.0,125.0,0.5472959510037734,matrix,0.5472959510037734
2175.0,125.0,0.5498824394057995,matrix,0.5498824394057995
2225.0,125.0,0.43854533528868156,matrix,0.43854533528868156
2275.0,125.0,0.1376184449662572,matrix,0.1376184449662572
2325.0,125.0,-0.28661910835833404,matrix,-0.28661910835833404
2375.0,125.0,-0.7655997781915598,matrix,-0.7655997781915598
2425.0,125.0,-1.1395572741687934,matrix,-1.1395572741687934
2475.0,125.0,-1.1882458203629085,matrix,-1.1882458203629085
2525.0,125.0,-0.916060734866363,matrix,-0.916060734866363
2575.0,125.0,-0.43169646791794003,matrix,-0.43169646791794003
2625.0,125.0,0.10562050572091392,matrix,0.10562050572091392
2675.0,125.0,0.6100770387582033,matrix,0.6100770387582033
2725.0,125.0,0.9875178087151972,matrix,0.9875178087151972
2775.0,125.0,1.1774792729857984,matrix,1.1774792729857984
2825.0,125.0,1.1001662453885426,matrix,1.1001662453885426
2875.0,125.0,0.724810565055054,matrix,0.724810565055054
2925.0,125.0,0.07218670366634183,matrix,0.07218670366634183
2975.0,125.0,-0.7164778247139867,matrix,-0.7164778247139867
3025.0,125.0,-1.2947838746304403,matrix,-1.2947838746304403
3075.0,125.0,-1.4103113146886401,matrix,-1.4103113146886401
3125.0,125.0,-1.1748595001673832,matrix,-1.1748595001673832
3175.0,125.0,-0.8748922582214447,matrix,-0.8748922582214447
3225.0,125.0,-0.6316446983517214,matrix,-0.6316446983517214
3275.0,125.0,-0.5597327226454767,matrix,-0.5597327226454767
3325.0,125.0,-0.7507964416081774,matrix,-0.7507964416081774
3375.0,125.0,-1.1892338109620912,matrix,-1.1892338109620912
3425.0,125.0,-1.798443000518148,matrix,-1.798443000518148
3475.0,125.0,-2.5089719683098854,matrix,-2.5089719683098854
3525.0,125.0,-3.207255711751295,matrix,-3.207255711751295
3575.0,125.0,-3.694267882101453,matrix,-3.694267882101453
3625.0,125.0,-3.816055950567579,matrix,-3.816055950567579
3675.0,125.0,-3.6040912932574782,matrix,-3.6040912932574782
3725.0,125.0,-3.180284375882582,matrix,-3.180284375882582
3775.0,125.0,-2.6393251717218114,matrix,-2.6393251717218114
3825.0,125.0,-2.1186657018594612,matrix,-2.1186657018594612
3875.0,125.0,-1.6913957735469478,matrix,-1.6913957735469478
3925.0,125.0,-1.4116020368895916,matrix,-1.4116020368895916
3975.0,125.0,-1.2687669593689206,matrix,-1.2687669593689206
25.0,175.0,0.3121201330632642,matrix,0.3121201330632642
75.0,175.0,0.3736884551054096,matrix,0.3736884551054096
125.0,175.0,0.4522414593949279,matrix,0.4522414593949279
175.0,175.0,0.4974940897596322,matrix,0.4974940897596322
225.0,175.0,0.5295441037957687,matrix,0.5295441037957687
275.0,175.0,0.48008323518745255,matrix,0.48008323518745255
325.0,175.0,0.4297923890005595,matrix,0.4297923890005595
375.0,175.0,0.24599643558694878,matrix,0.24599643558694878
425.0,175.0,-0.02168139840264549,matrix,-0.02168139840264549
475.0,175.0,-0.46611866393546464,matrix,-0.46611866393546464
525.0,175.0,-1.0897708640770327,matrix,-1.0897708640770327
575.0,175.0,-1.785957953315509,matrix,-1.785957953315509
625.0,175.0,-2.4804430342287094,matrix,-2.4804430342287094
675.0,175.0,-2.9491660582160355,matrix,-2.9491660582160355
725.0,175.0,-3.1348950113299883,matrix,-3.1348950113299883
775.0,175.0,-3.181607666440481,matrix,-3.181607666440481
825.0,175.0,-3.2685513040969676,matrix,-3.2685513040969676
875.0,175.0,-3.4070843829967483,matrix,-3.4070843829967483
925.0,175.0,-3.429813978392493,matrix,-3.429813978392493
975.0,175.0,-3.2350755162204035,matrix,-3.2350755162204035
1025.0,175.0,-2.8226545972104877,matrix,-2.8226545972104877
1075.0,175.0,-2.335095632001171,matrix,-2.335095632001171
1125.0,175.0,-1.922879041871207,matrix,-1.922879041871207
1175.0,175.0,-1.748165207378901,matrix,-1.748165207378901
1225.0,175.0,-1.7375091033657455,matrix,-1.7375091033657455
1275.0,175.0,-1.7265395940590285,matrix,-1.7265395940590285
1325.0,175.0,-1.6827813939461147,matrix,-1.6827813939461147
1375.0,175.0,-1.6269883351755334,matrix,-1.6269883351755334
1425.0,175.0,-1.6278255882866408,matrix,-1.6278255882866408
1475.0,175.0,-1.652808246251806,matrix,-1.652808246251806
1525.0,175.0,-1.6307930114324525,matrix,-1.6307930114324525
1575.0,175.0,-1.50380216314101,matrix,-1.50380216314101
1625.0,175.0,-1.205427305117521,matrix,-1.205427305117521
1675.0,175.0,-0.7965462616397883,matrix,-0.7965462616397883
1725.0,175.0,-0.395314265374185,matrix,-0.395314265374185
1775.0,175.0,-0.05615040288391815,matrix,-0.05615040288391815
1825.0,175.0,0.2276185245227133,matrix,0.2276185245227133
1875.0,175.0,0.45528775112911524,matrix,0.45528775112911524
1925.0,175.0,0.6226214243018847,matrix,0.6226214243018847
1975.0,175.0,0.7322431454214704,matrix,0.7322431454214704
2025.0,175.0,0.8019863539547267,matrix,0.8019863539547267
2075.0,175.0,0.9092955464818375,matrix,0.9092955464818375
2125.0,175.0,1.0374507650920395,matrix,1.0374507650920395
2175.0,175.0,1.0652592328907198,matrix,1.0652592328907198
2225.0,175.0,0.8317568117761714,matrix,0.8317568117761714
2275.0,175.0,0.4306589821934588,matrix,0.4306589821934588
2325.0,175.0,-0.03576285353228437,matrix,-0.03576285353228437
2375.0,175.0,-0.4869791257286731,matrix,-0.4869791257286731
2425.0,175.0,-0.7953792943533495,matrix,-0.7953792943533495
2475.0,175.0,-0.8541803708983178,matrix,-0.8541803708983178
2525.0,175.0,-0.6678253879477138,matrix,-0.6678253879477138
2575.0,175.0,-0.30671926377458225,matrix,-0.30671926377458225
2625.0,175.0,0.14453007228501924,matrix,0.14453007228501924
2675.0,175.0,0.6356096919324488,matrix,0.6356096919324488
2725.0,175.0,1.0448630739128766,matrix,1.0448630739128766
2775.0,175.0,1.3177211397241793,matrix,1.3177211397241793
2825.0,175.0,1.3611271589580893,matrix,1.3611271589580893
2875.0,175.0,1.1398272421599875,matrix,1.1398272421599875
2925.0,175.0,0.6398883816194261,matrix,0.6398883816194261
2975.0,175.0,-0.04389665675233545,matrix,-0.04389665675233545
3025.0,175.0,-0.6191661920562341,matrix,-0.6191661920562341
3075.0,175.0,-0.9317983299674857,matrix,-0.9317983299674857
3125.0,175.0,-0.9921486613668562,matrix,-0.9921486613668562
3175.0,175.0,-1.002824631620487,matrix,-1.002824631620487
3225.0,175.0,-1.0272260071127475,matrix,-1.0272260071127475
3275.0,175.0,-1.1663132763994895,matrix,-1.1663132763994895
3325.0,175.0,-1.4102558975552792,matrix,-1.4102558975552792
3375.0,175.0,-1.780631762377503,matrix,-1.780631762377503
3425.0,175.0,-2.2754620260809033,matrix,-2.2754620260809033
3475.0,175.0,-2.8745933754565116,matrix,-2.8745933754565116
3525.0,175.0,-3.5327452919965614,matrix,-3.5327452919965614
3575.0,175.0,-4.083801753989115,matrix,-4.083801753989115
3625.0,175.0,-4.371447153981081,matrix,-4.371447153981081
3675.0,175.0,-4.289379723505078,matrix,-4.289379723505078
3725.0,175.0,-3.9383793784816126,matrix,-3.9383793784816126
3775.0,175.0,-3.3615035852639563,matrix,-3.3615035852639563
3825.0,175.0,-2.7387557662702786,matrix,-2.7387557662702786
3875.0,175.0,-2.2248931239339234,matrix,-2.2248931239339234
3925.0,175.0,-1.872254831958875,matrix,-1.872254831958875
3975.0,175.0,-1.6597028481438185,matrix,-1.6597028481438185
25.0,225.0,0.262565172859661,matrix,0.262565172859661
75.0,225.0,0.41778602292092304,matrix,0.41778602292092304
125.0,225.0,0.5423492897065865,matrix,0.5423492897065865
175.0,225.0,0.5475450437270272,matrix,0.5475450437270272
225.0,225.0,0.43621811626305484,matrix,0.43621811626305484
275.0,225.0,0.21351680907632226,matrix,0.21351680907632226
325.0,225.0,-0.07359752314459889,matrix,-0.07359752314459889
375.0,225.0,-0.36781658018113617,matrix,-0.36781658018113617
425.0,225.0,-0.6837848402058329,matrix,-0.6837848402058329
475.0,225.0,-1.0784314413473823,matrix,-1.0784314413473823
525.0,225.0,-1.5167261822658542,matrix,-1.5167261822658542
575.0,225.0,-1.9480237357087757,matrix,-1.9480237357087757
625.0,225.0,-2.393443151781653,matrix,-2.393443151781653
675.0,225.0,-2.7227171489376536,matrix,-2.7227171489376536
725.0,225.0,-2.9507714066174575,matrix,-2.9507714066174575
775.0,225.0,-3.1596959767198056,matrix,-3.1596959767198056
825.0,225.0,-3.4226481234326744,matrix,-3.4226481234326744
875.0,225.0,-3.7224756447550913,matrix,-3.7224756447550913
925.0,225.0,-3.817842731148195,matrix,-3.817842731148195
975.0,225.0,-3.6087041817479504,matrix,-3.6087041817479504
1025.0,225.0,-3.1975374120839195,matrix,-3.1975374120839195
1075.0,225.0,-2.799194493797579,matrix,-2.799194493797579
1125.0,225.0,-2.4686552488770124,matrix,-2.4686552488770124
1175.0,225.0,-2.2157614448696976,matrix,-2.2157614448696976
1225.0,225.0,-1.9879338338796937,matrix,-1.9879338338796937
1275.0,225.0,-1.7392325537678408,matrix,-1.7392325537678408
1325.0,225.0,-1.453756036636232,matrix,-1.453756036636232
1375.0,225.0,-1.156463938405683,matrix,-1.156463938405683
1425.0,225.0,-0.92032499185861,matrix,-0.92032499185861
1475.0,225.0,-0.6848935506037099,matrix,-0.6848935506037099
1525.0,225.0,-0.44396608480859157,matrix,-0.44396608480859157
1575.0,225.0,-0.15740534839114195,matrix,-0.15740534839114195
1625.0,225.0,0.159530117011645,matrix,0.159530117011645
1675.0,225.0,0.5164646906951019,matrix,0.5164646906951019
1725.0,225.0,0.8041159492166778,matrix,0.8041159492166778
1775.0,225.0,0.9675993105630543,matrix,0.9675993105630543
1825.0,225.0,1.045957920721066,matrix,1.045957920721066
1875.0,225.0,1.0644912195308187,matrix,1.0644912195308187
1925.0,225.0,1.0254334466849082,matrix,1.0254334466849082
1975.0,225.0,0.9616896098104485,matrix,0.9616896098104485
2025.0,225.0,0.9183119502993844,matrix,0.9183119502993844
2075.0,225.0,0.9098092211694654,matrix,0.9098092211694654
2125.0,225.0,0.9248867358464411,matrix,0.9248867358464411
2175.0,225.0,0.8809293984462366,matrix,0.8809293984462366
2225.0,225.0,0.7108279840527377,matrix,0.7108279840527377
2275.0,225.0,0.40873996660626194,matrix,0.40873996660626194
2325.0,225.0,0.08176768973012233,matrix,0.08176768973012233
2375.0,225.0,-0.18550602600099197,matrix,-0.18550602600099197
2425.0,225.0,-0.39003892679135754,matrix,-0.39003892679135754
2475.0,225.0,-0.45336960433397255,matrix,-0.45336960433397255
2525.0,225.0,-0.36473271919819883,matrix,-0.36473271919819883
2575.0,225.0,-0.15126088318452147,matrix,-0.15126088318452147
2625.0,225.0,0.19394903447267803,matrix,0.19394903447267803
2675.0,225.0,0.5821801699362511,matrix,0.5821801699362511
2725.0,225.0,0.9451249288666242,matrix,0.9451249288666242
2775.0,225.0,1.16976872451428,matrix,1.16976872451428
2825.0,225.0,1.1415062343924238,matrix,1.1415062343924238
2875.0,225.0,0.9073377438837459,matrix,0.9073377438837459
2925.0,225.0,0.5185438052181456,matrix,0.5185438052181456
2975.0,225.0,0.09221050168252476,matrix,0.09221050168252476
3025.0,225.0,-0.2696549181467902,matrix,-0.2696549181467902
3075.0,225.0,-0.5505503651309755,matrix,-0.5505503651309755
3125.0,225.0,-0.7522033589239194,matrix,-0.7522033589239194
3175.0,225.0,-0.9336050641829683,matrix,-0.9336050641829683
3225.0,225.0,-1.0708182712089547,matrix,-1.0708182712089547
3275.0,225.0,-1.2689360109899324,matrix,-1.2689360109899324
3325.0,225.0,-1.5103226739384605,matrix,-1.5103226739384605
3375.0,225.0,-1.8064139004599329,matrix,-1.8064139004599329
3425.0,225.0,-2.182007720009119,matrix,-2.182007720009119
3475.0,225.0,-2.6010649076207164,matrix,-2.6010649076207164
3525.0,225.0,-3.04534404402623,matrix,-3.04534404402623
3575.0,225.0,-3.428271332946853,matrix,-3.428271332946853
3625.0,225.0,-3.660561485143374,matrix,-3.660561485143374
3675.0,225.0,-3.6701652539553002,matrix,-3.6701652539553002
3725.0,225.0,-3.4805538403278096,matrix,-3.4805538403278096
3775.0,225.0,-3.117397431062112,matrix,-3.117397431062112
3825.0,225.0,-2.708984275328348,matrix,-2.708984275328348
3875.0,225.0,-2.3143902841201935,matrix,-2.3143902841201935
3925.0,225.0,-1.9763539165662296,matrix,-1.9763539165662296
3975.0,225.0,-1.7269800507568758,matrix,-1.7269800507568758
25.0,275.0,0.10113031981318077,matrix,0.10113031981318077
75.0,275.0,0.30857590198144436,matrix,0.30857590198144436
125.0,275.0,0.4696277284059611,matrix,0.4696277284059611
175.0,275.0,0.5400464466797719,matrix,0.5400464466797719
225.0,275.0,0.35450682073446754,matrix,0.35450682073446754
275.0,275.0,0.0023151018799725254,matrix,0.0023151018799725254
325.0,275.0,-0.37673524422313664,matrix,-0.37673524422313664
375.0,275.0,-0.7040852222412208,matrix,-0.7040852222412208
425.0,275.0,-0.9685273679113804,matrix,-0.9685273679113804
475.0,275.0,-1.2264331630939453,matrix,-1.2264331630939453
525.0,275.0,-1.477347891373062,matrix,-1.477347891373062
575.0,275.0,-1.710187266734371,matrix,-1.710187266734371
625.0,275.0,-1.9115587662131084,matrix,-1.9115587662131084
675.0,275.0,-2.1095129043823015,matrix,-2.1095129043823015
725.0,275.0,-2.3258249357697593,matrix,-2.3258249357697593
775.0,275.0,-2.657105153114004,matrix,-2.657105153114004
825.0,275.0,-3.011512983555282,matrix,-3.011512983555282
875.0,275.0,-3.3633509380074127,matrix,-3.3633509380074127
925.0,275.0,-3.5246875715177453,matrix,-3.5246875715177453
975.0,275.0,-3.45938020546219,matrix,-3.45938020546219
1025.0,275.0,-3.2565915663127027,matrix,-3.2565915663127027
1075.0,275.0,-3.025417869661253,matrix,-3.025417869661253
1125.0,275.0,-2.7544274404579916,matrix,-2.7544274404579916
1175.0,275.0,-2.4468350759158612,matrix,-2.4468350759158612
1225.0,275.0,-2.0731473814246044,matrix,-2.0731473814246044
1275.0,275.0,-1.6512742485413234,matrix,-1.6512742485413234
1325.0,275.0,-1.1836771780776956,matrix,-1.1836771780776956
1375.0,275.0,-0.6987570786287143,matrix,-0.6987570786287143
1425.0,275.0,-0.2582531206804597,matrix,-0.2582531206804597
1475.0,275.0,0.11806530755318967,matrix,0.11806530755318967
1525.0,275.0,0.447729864661651,matrix,0.447729864661651
1575.0,275.0,0.758783452363584,matrix,0.758783452363584
1625.0,275.0,1.08219354018827,matrix,1.08219354018827
1675.0,275.0,1.3802589705540211,matrix,1.3802589705540211
1725.0,275.0,1.6240860460502036,matrix,1.6240860460502036
1775.0,275.0,1.760438798310302,matrix,1.760438798310302
1825.0,275.0,1.7783968356202084,matrix,1.7783968356202084
1875.0,275.0,1.6562118899073222,matrix,1.6562118899073222
1925.0,275.0,1.4262385638169681,matrix,1.4262385638169681
1975.0,275.0,1.1743371304895696,matrix,1.1743371304895696
2025.0,275.0,0.96057822017975,matrix,0.96057822017975
